product_index,code,brands,name_candidates,product_quantity,product_quantity_unit,package_quantity,package_quantity_unit,serving_quantity,serving_quantity_unit,nutrition_basis_unit,nutrition,image_1,image_2
1647166,3222477013513,Casino,"[""PENNE RIGATE Pâtes de qualité supérieure"", ""Pâtes alimentaires de qualité supérieure""]",500.0,g,500.0,g,100.0,g,g,"{""0"": 361.5, ""1"": 1.5, ""2"": 0.3, ""3"": 74.0, ""4"": 3.5, ""5"": 4.0, ""6"": 11.0, ""7"": 0.02, ""8"": 8000.0, ""9"": 16900.0, ""11"": 300.0, ""13"": 920.0, ""14"": 26500.0, ""15"": 2310.0, ""16"": 102000.0, ""17"": 152000.0, ""19"": 2180.0, ""23"": 94.0, ""25"": 0.0, ""27"": 100.0}","{""fr"": ""8""}",{}
1647167,3222477013520,Casino,"[""Cheveux d'anges"", ""Pâtes alimentaires de qualité supérieure""]",500,g,500.0,g,,,g,"{""0"": 361.2, ""1"": 2.0, ""2"": 0.4, ""3"": 72.0, ""4"": 3.7, ""5"": 3.6, ""6"": 12.0, ""7"": 0.0, ""8"": 0.0}","{""fr"": ""4""}",{}
1647168,3222477013537,Casino,"[""PENNE RIGATE Pâtes de qualité supérieure""]",1000.0,g,1000.0,g,100.0,g,g,"{""0"": 361.5, ""1"": 1.5, ""2"": 0.3, ""3"": 74.0, ""4"": 3.5, ""5"": 4.0, ""6"": 11.0, ""7"": 0.02, ""8"": 8000.0, ""9"": 16900.0, ""11"": 300.0, ""13"": 920.0, ""14"": 26500.0, ""15"": 2310.0, ""16"": 102000.0, ""17"": 152000.0, ""19"": 2180.0, ""23"": 94.0, ""25"": 0.0, ""27"": 100.0}","{""fr"": ""3""}",{}
1647169,3222477013544,Casino,"[""Cannelloni Pâtes de Qualité Supérieure"", ""Pâtes alimentaires de qualité supérieure""]",250.0,g,250.0,g,100.0,g,g,"{""0"": 361.5, ""1"": 1.5, ""2"": 0.3, ""3"": 74.0, ""4"": 3.5, ""5"": 4.0, ""6"": 11.0, ""7"": 0.02, ""8"": 8000.0, ""9"": 16900.0, ""11"": 300.0, ""13"": 920.0, ""14"": 26500.0, ""15"": 2310.0, ""16"": 102000.0, ""17"": 152000.0, ""19"": 2180.0, ""23"": 94.0, ""25"": 0.0, ""27"": 100.0}","{""fr"": ""14""}",{}
1647170,3222477013551,Casino,"[""Lasagnes QS"", ""Pâtes de qualité supérieure""]",500,g,500.0,g,,,g,"{""0"": 346.8, ""1"": 1.2, ""2"": 0.2, ""3"": 72.0, ""4"": 3.8, ""5"": 3.37, ""6"": 12.0, ""7"": 0.0, ""8"": 0.0, ""9"": 16900.0, ""11"": 300.0, ""13"": 920.0, ""14"": 26500.0, ""15"": 2310.0, ""16"": 102000.0, ""17"": 152000.0, ""19"": 2180.0, ""23"": 94.0, ""25"": 0.0, ""27"": 100.0}","{""fr"": ""4""}",{}
1647171,3222477013568,Casino,"[""Huile de tournesol""]",1000.0,ml,1000.0,ml,100.0,ml,ml,"{""0"": 828.0, ""1"": 92.0, ""2"": 10.0, ""3"": 0.0, ""4"": 0.0, ""5"": 0.0, ""6"": 0.0, ""7"": 0.0, ""8"": 0.0, ""9"": 100.0, ""11"": 5.0, ""12"": 10.0, ""13"": 25.0, ""14"": 25.0, ""15"": 5.0, ""16"": 150.0, ""17"": 150.0, ""18"": 10.0, ""19"": 25.0, ""20"": 0.0, ""21"": 0.0, ""22"": 0.0, ""23"": 0.0, ""24"": 0.0, ""25"": 0.0, ""26"": 0.13, ""27"": 57300.0, ""29"": 0.0, ""30"": 0.0, ""31"": 0.0}","{""fr"": ""44""}",{}
1647172,3222477013575,Casino,"[""Huile de tournesol""]",3000.0,ml,3000.0,ml,100.0,ml,ml,"{""0"": 828.0, ""1"": 92.0, ""2"": 10.0, ""3"": 0.0, ""4"": 0.0, ""5"": 0.0, ""6"": 0.0, ""7"": 0.0, ""8"": 0.0, ""9"": 100.0, ""11"": 5.0, ""12"": 10.0, ""13"": 25.0, ""14"": 25.0, ""15"": 5.0, ""16"": 150.0, ""17"": 150.0, ""18"": 10.0, ""19"": 25.0, ""20"": 0.0, ""21"": 0.0, ""22"": 0.0, ""23"": 0.0, ""24"": 0.0, ""25"": 0.0, ""26"": 0.13, ""27"": 57300.0, ""29"": 0.0, ""30"": 0.0, ""31"": 0.0}","{""fr"": ""17""}",{}
1647173,3222477013582,Casino,"[""Huile d'olive vierge extra""]",1000.0,ml,1000.0,ml,100.0,ml,ml,"{""0"": 828.0, ""1"": 92.0, ""2"": 14.0, ""3"": 0.0, ""4"": 0.0, ""5"": 0.0, ""6"": 0.0, ""7"": 0.0, ""8"": 0.0, ""9"": 100.0, ""11"": 5.0, ""12"": 10.0, ""13"": 25.0, ""14"": 25.0, ""15"": 5.0, ""16"": 150.0, ""17"": 150.0, ""18"": 10.0, ""19"": 25.0, ""20"": 0.0, ""21"": 0.0, ""22"": 0.0, ""23"": 0.0, ""24"": 0.0, ""25"": 0.0, ""26"": 0.13, ""27"": 22300.0, ""29"": 0.0, ""30"": 0.0, ""31"": 0.0}","{""fr"": ""85""}",{}
1647174,3222477013599,Casino,"[""Huile d'olive 40Cal la cuilleres"", ""Huile d'olive vierge extra""]",500.0,ml,500.0,ml,100.0,ml,ml,"{""0"": 828.0, ""1"": 92.0, ""2"": 14.0, ""3"": 0.0, ""4"": 0.0, ""5"": 0.0, ""6"": 0.0, ""7"": 0.0, ""8"": 0.0, ""9"": 100.0, ""11"": 5.0, ""12"": 10.0, ""13"": 25.0, ""14"": 25.0, ""15"": 5.0, ""16"": 150.0, ""17"": 150.0, ""18"": 10.0, ""19"": 25.0, ""20"": 0.0, ""21"": 0.0, ""22"": 0.0, ""23"": 0.0, ""24"": 0.0, ""25"": 0.0, ""26"": 0.13, ""27"": 22300.0, ""29"": 0.0, ""30"": 0.0, ""31"": 0.0}","{""en"": ""24"", ""fr"": ""17""}",{}
1647175,3222477013605,Casino,"[""Huile de friture"", ""Huile végétale spéciale friture""]",1000.0,ml,1000.0,ml,100.0,ml,ml,"{""0"": 828.0, ""1"": 92.0, ""2"": 8.9, ""3"": 0.0, ""4"": 0.0, ""5"": 0.0, ""6"": 0.0, ""7"": 0.0, ""8"": 0.0, ""9"": 298.33333333333303, ""11"": 5.03333333333333, ""12"": 8.33333333333333, ""13"": 24.6666666666667, ""14"": 69.1666666666667, ""15"": 4.29166666666667, ""16"": 125.0, ""17"": 193.333333333333, ""18"": 9.16666666666667, ""19"": 25.1666666666667, ""20"": 0.0, ""21"": 0.0, ""22"": 0.0, ""23"": 0.0, ""24"": 0.0, ""25"": 0.0, ""26"": 0.10833333333333302, ""27"": 52366.6666666667, ""29"": 0.0, ""30"": 0.0, ""31"": 0.0}","{""fr"": ""14""}",{}
